Object Number,Title,Period,Classification,Link Resource
1986.267.85,清  張上龢  山水  軸|Landscape,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/36191
1986.267.86,近代  姜筠  山水  軸|Landscape,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/36192
1986.267.87,近代  黃山壽  仙女圖  軸|An Immortal Lady,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/36193
1986.267.89,近代  倪田  橋頭隱士  扇面|Scholar on the Bridge,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/36194
1986.267.93,近代  陸恢  山水人物  扇面|Landscape,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/36196
1986.267.95,近代  陸恢  樵隱圖  軸|Reclusive Wood-cutter,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/36197
1986.267.96,近代  陸恢  山水  軸|Landscape,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/36198
1986.267.97,"近代  李瑞清  松梅黃石圖  軸|Pine, Plum and Yellow Stone",Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/36199
1986.267.115,現代   陳衡恪    養壽圖   軸|Cultivating Longevity,Qing dynasty (1644–1911) or Republic period (1912–49),Paintings,http://www.metmuseum.org/art/collection/search/36203
1986.267.126,清/現代　吳昌碩　瓶花圖　軸|Orchid in a Vase,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/36209
1986.267.136,清/現代　顧麟士　溪亭圖　摺扇|Pavilion beside a rock garden and stream,Republic period (1912–49),Paintings,http://www.metmuseum.org/art/collection/search/36216
1986.267.197,現代　陳雲彰　仕女圖　摺扇|Woman in a garden,Republic period (1912–49),Paintings,http://www.metmuseum.org/art/collection/search/36261
1986.267.238,清/現代　徐宗浩　寒梅圖　摺扇|Branch of blossoming plum,Republic period (1912–49),Paintings,http://www.metmuseum.org/art/collection/search/36277
1986.267.305,現代　吳華源　墨竹圖　摺扇|Bamboo,Republic period (1912–49),Paintings,http://www.metmuseum.org/art/collection/search/36321
1986.345.1,元  佚名  龍虎圖  軸|Tiger,Yuan dynasty (1271–1368),Paintings,http://www.metmuseum.org/art/collection/search/36430
1986.345.2,元   佚名   墨龍圖   軸|Dragon,Yuan (1271–1368) or Ming (1368–1644) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/36431
1986.495a–l,清    金農    墨梅圖    冊|Plum blossoms,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/36432
1987.149,清  石濤(朱若極)、張子為   忍菴居士像     卷|Portrait of Ren'an in a Landscape,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/36433
1987.408.1a–j,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/36435
1987.408.2a–n,清 張風 山水圖 冊 紙本|Landscapes,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/36436
"1988.155a, b",元   佚名   蓮花圖   對軸|Lotus and waterbirds,Yuan dynasty (1271–1368),Paintings,http://www.metmuseum.org/art/collection/search/36437
1994.207,"법화경변상도 고려|Illustrated manuscript of the Lotus Sutra (Miaofa lianhua jing), Volume 2",Goryeo dynasty (918–1392),Paintings,http://www.metmuseum.org/art/collection/search/36451
1994.284,清  梅清  雲谷曳杖圖  軸|Strolling in a Misty Valley,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/36453
1994.439,작자미상 포도   조선|作者未詳 墨葡萄圖   朝鮮|Grapevine in the Wind,Joseon dynasty (1392–1910),Paintings,http://www.metmuseum.org/art/collection/search/36457
1995.186,元   邊魯   孔雀芙蓉圖   軸|Peahen and hibiscus,Yuan dynasty (1271–1368),Paintings,http://www.metmuseum.org/art/collection/search/36459
2002.208.2,現代   任頤   鍾馗像   軸|Zhong Kui,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/37393
2002.208.1,清   倣梅清    響山泛舟圖    軸|Boating beneath Echo Hill,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/37394
2005.112a–l,明/清   陳洪綬  橅古圖   冊|Miscellaneous Studies,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/37395
1999.521a–k,"明/清   陳洪綬、陳字   雜畫   冊|Figures, flowers, and landscapes",Ming (1368–1644) and Qing (1644–1911) dynasties,Paintings,http://www.metmuseum.org/art/collection/search/37396
"1983.555.2,.3",,Thakuri period,Paintings,http://www.metmuseum.org/art/collection/search/37792
1972.238,,Early Rajput -Chaurapanchasika style,Paintings,http://www.metmuseum.org/art/collection/search/37846
1982.209,,Early Rajput-Chaurapanchasika style,Paintings,http://www.metmuseum.org/art/collection/search/37848
1990.82,,Sultanate period,Paintings,http://www.metmuseum.org/art/collection/search/37888
1979.511,,Thakuri-Malla periods,Paintings,http://www.metmuseum.org/art/collection/search/37975
52.93.1,,Pala period,Paintings,http://www.metmuseum.org/art/collection/search/37976
55.121.36.1,,Pala period,Paintings,http://www.metmuseum.org/art/collection/search/37977
1985.400.1,,Pala period,Paintings,http://www.metmuseum.org/art/collection/search/37979
1987.246,,Karnata-Malla period,Paintings,http://www.metmuseum.org/art/collection/search/37980
1985.392.2,"明   佚名   釋教三尊曼陀羅圖   軸|Mandala of Vajradhara, Manjushri and Sadakshari -Lokeshvara",Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/37983
1986.25.1,,Pala period,Paintings,http://www.metmuseum.org/art/collection/search/38008
1994.452,,"Early Malla period, dated the month of Phalguna (likely) 443 NS",Paintings,http://www.metmuseum.org/art/collection/search/38011
1995.233,,Thakuri–early Malla periods,Paintings,http://www.metmuseum.org/art/collection/search/38021
64.167.1,,Mughal,Paintings,http://www.metmuseum.org/art/collection/search/38026
60.124.1,,late Ayudhya period,Paintings,http://www.metmuseum.org/art/collection/search/38065
1981.465,,early Malla period,Paintings,http://www.metmuseum.org/art/collection/search/38344
12.134.13,明/清   佚名   羅漢圖   冊|Luohans,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/38822
1997.113,春日若宮曼荼羅|Mandala of Wakamiya of Kasuga Shrine (Kasuga wakamiya mandara),Nanbokuchō period (1336–92),Paintings,http://www.metmuseum.org/art/collection/search/39482
1997.166,明     郭詡     稱書圖     軸|Weighing Books,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/39483
1997.140,,Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/39487
2017.327.2,明  文徵明 樓居圖軸|Living Aloft: Master Liu's Retreat,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/39536
2014.721,清  朱耷 (八大山人)  二鷹圖  軸|Two eagles,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/39540
2016.750,五代　傳董元　溪岸圖　軸|Riverbank,Southern Tang dynasty (937–76),Paintings,http://www.metmuseum.org/art/collection/search/39542
2010.473,五代/北宋   佚名    乞巧圖    軸|Palace banquet,Five Dynasties (907–960) or Northern Song (960–1127) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/39543
2005.494.1,元  趙蒼雲   劉晨阮肇入天台山圖  卷|Liu Chen and Ruan Zhao Entering the Tiantai Mountains,Yuan dynasty (1271–1368),Paintings,http://www.metmuseum.org/art/collection/search/39545
2006.571,元    柯九思    臨文同墨竹圖   軸|Bamboo copied after Wen Tong,Yuan dynasty (1271–1368),Paintings,http://www.metmuseum.org/art/collection/search/39546
2012.526.1,"元  吳鎮  高節凌雲圖  軸|Bamboo, old tree, and rock",Yuan dynasty (1271–1368),Paintings,http://www.metmuseum.org/art/collection/search/39547
2008.673,元   張遜   石上松花圖   軸|Rocky Landscape with Pines,Yuan dynasty (1271–1368),Paintings,http://www.metmuseum.org/art/collection/search/39548
2011.573,"元    姚彥卿 (廷美)     雪山行旅圖    軸|요언경, 눈 덮인 산 속 나그네 중국 원|Traveling through Snow-Covered Mountains",Yuan dynasty (1271–1368),Paintings,http://www.metmuseum.org/art/collection/search/39549
2012.526.2,元　王蒙　素庵圖　軸|Simple Retreat,Late Yuan (1271–1368) or early Ming (1368–1644) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/39550
2005.494.2,明    呂紀    鴛鴦芙蓉圖    軸|Mandarin ducks and cotton rose hibiscus,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/39551
2005.494.3,明  劉俊  納諫圖  軸|Remonstrating with the emperor,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/39552
2005.494.4,明  陳子和 古木酒仙圖 軸|Drunken recluse beneath an old tree,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/39553
1996.240,清   丁雲鵬（款）   十八羅漢圖   卷|The Eighteen Luohans,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/39554
1990.54,明   沈周 ， 文徵明	合璧山水圖    卷|Joint Landscape,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/39556
1989.363.129,清  倣髡殘  蒸嵐昏巒圖  軸|Wooded Mountains at Dusk,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/39557
1972.278.1,明   陳洪綬   樹下高士圖    軸|Scholar-recluse in blue-green landscape,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/39558
1973.120.3,明  佚名  胡笳十八拍圖  卷|Eighteen Songs of a Nomad Flute: The Story of Lady Wenji,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/39569
1996.104,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/39581
1996.478,,Meiji period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/39611
1996.308,明/清　藍孟　溪山雪泛圖　軸|Boating amid Snowy Streams and Mountains,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/39628
36.100.86,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/39629
36.100.70,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/39630
1994.409,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/39641
1979.458.1a–ii,明　文徵明　拙政園圖詩　冊|Garden of the Inept Administrator,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/39654
1977.49,南宋 	佚名   舊傳五代周文矩   琉璃堂人物圖   卷|Scholars of the Liuli Hall,Southern Song dynasty (1127–1279),Paintings,http://www.metmuseum.org/art/collection/search/39657
"1975.268.75, .76",山水唐人物図屏風|Landscapes with the Chinese Literati Su Shi and Tao Qian ,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/39658
1975.268.39,瑞巖龍惺・竹香全悟・九淵龍賝・南江宗沅・ 翺之慧鳳賛　東坡笠屐図|Su Shi (Dongpo) in a Bamboo Hat and Clogs,Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/39659
"1975.268.42, .43",,Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/39663
"53.7.1, .2",八橋図屏風 |Irises at Yatsuhashi (Eight Bridges),Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/39664
"55.94.1, .2","源氏物語図屏風「御幸」・「浮船」・「関谷」|“An Imperial Excursion” (Miyuki), “A Boat Cast Adrift” (Ukifune), and “The Barrier Gate” (Sekiya)",Momoyama period (1573–1615),Paintings,http://www.metmuseum.org/art/collection/search/39665
1991.117.2,明     杜堇     伏生授經圖   軸|The Scholar Fu Sheng Transmitting the Book of Documents,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/39667
1981.276,"北宋    郭熙    樹色平遠圖    卷  |Old Trees, Level Distance",Northern Song dynasty (960–1127),Paintings,http://www.metmuseum.org/art/collection/search/39668
57.156.6,当麻曼荼羅図|Taima Mandala,Kamakura period (1185–1333),Paintings,http://www.metmuseum.org/art/collection/search/39669
2019.193.78,,Edo (1615–1868) or Meiji period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/39670
1979.26,明  藍瑛  紅友圖  軸|Red Friend,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/39713
1982.461,清  佚名  臨袁江瞻園圖  卷|View of a Garden Villa,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/39714
1986.267.49,清  任頤  石上讀書  扇面|Scholar on a rock,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/39715
1989.363.120,,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/39717
36.100.46,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/39725
1997.439a–m,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/39764
1997.438.3,清   (倣) 錢灃    雙駿圖    軸|Two Horses,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/39765
1997.438.1,清  傳金農  番馬圖  軸|Grooms and Foreign Horses,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/39767
1998.48,明   佚名   絹本設色   鳥販圖   軸|Bird peddler,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/39810
13.5,아미타불과　지장보살도　고려|阿彌陀佛・地藏菩薩圖	高麗|Amitabha and Kshitigarba,Goryeo dynasty (918–1392),Paintings,http://www.metmuseum.org/art/collection/search/39881
30.76.298,아미타삼존도  고려|阿彌陀三尊圖  高麗|Amitabha triad,Goryeo dynasty (918–1392),Paintings,http://www.metmuseum.org/art/collection/search/39882
29.160.32,지장보살도 고려|地藏菩薩圖 高麗|Kshitigarbha,Goryeo dynasty (918–1392),Paintings,http://www.metmuseum.org/art/collection/search/39883
21.57,작자미상 범천왕을 중심으로 한 신중도   조선|作者未詳 神衆圖   朝鮮|Brahma with Attendants and Musicians,Joseon dynasty (1392–1910),Paintings,http://www.metmuseum.org/art/collection/search/39887
1992.337,모래밭에 내려앉는 기러기 조선|平沙落雁圖 朝鮮|Wild geese descending to sandbar,Joseon dynasty (1392–1910),Paintings,http://www.metmuseum.org/art/collection/search/39888
59.19,,Joseon dynasty (1392–1910),Paintings,http://www.metmuseum.org/art/collection/search/39889
1996.479a–c,北宋　李公麟　孝經圖　卷|The Classic of Filial Piety,Northern Song dynasty (960–1127),Paintings,http://www.metmuseum.org/art/collection/search/39895
1977.78,唐 韓幹 照夜白圖 卷|Night-Shining White,Tang dynasty (618–907),Paintings,http://www.metmuseum.org/art/collection/search/39901
27.24,明/清   佚名   揭缽圖   卷|Raising the Alms-Bowl,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/39913
1973.120.1,北宋 傳屈鼎 夏山圖 卷|Summer Mountains,Northern Song dynasty (960–1127),Paintings,http://www.metmuseum.org/art/collection/search/39915
17.136a–r,"北宋–清   睢陽五老圖引首題跋   冊|Frontispiece and Colophons to the Album ""Five Old Men of Suiyang""",Song (960–1279)–Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/39916
1989.363.3,傳南宋    蘇軾   墨竹圖   卷|Bamboo,Song dynasty (960–1279),Paintings,http://www.metmuseum.org/art/collection/search/39917
1973.121.2,北宋  傳趙令穰  江村秋曉圖  卷|南宋   舊傳   趙令穰   江村秋曉圖   卷|River Village in Autumn Dawn  ,Song dynasty (960–1279),Paintings,http://www.metmuseum.org/art/collection/search/39920
1989.142a–l,清  戴本孝  山水圖  冊|Landscapes,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/39931
1975.268.9,請雨経曼荼羅図像|Iconographic Drawing of a Rainmaking Mandala,Heian period (794–1185),Paintings,http://www.metmuseum.org/art/collection/search/39933
